"","Continent","Country","PlotID","Plot.Code","PlotViewID","Plot.Name","Plot.View.Name","PI","TreeID","Tag.No","Sub.Plot.T1","Sub.Plot.T2","Standardised.SubPlot.T1","X","Y","Standardised.X","Standardised.Y","AllometricRegionID","Family","Genus","Species","Sub.Species","Variety","Original.Identification","Recommended.Family","Recommended.Species","Recommended.Subspecies","Recommended.Variety","FamilyAPGID","GenusID","SpeciesID","SubSpeciesID","Census.No","Census.Date","Voucher.Code","Stem.Group.ID","Main.Stem.Tag","D0","D1","DPOMtMinus1","D2","D3","D4","POM0","POM","F1","F2","F3","F4","Extra.D0","Extra.D","Extra.DPOMtMinus1","Extra.D2","Extra.D3","Extra.D4","Extra.POM0","Extra.POM","Extra.F3","Extra.F4","CI","LI","CF","CD1","CD2","Height","F5","Height.Broken.At","Comments"
"1","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815523,"15872","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",51,51,NA,51,51,51,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,NA,""
"2","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815518,"15867","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",86,86,NA,86,86,86,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6.5,4,NA,""
"3","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815519,"15868","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",95,95,NA,95,95,95,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6.5,4,NA,""
"4","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815516,"1473","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",53,53,NA,53,53,53,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"5","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815514,"1462","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",61,61,NA,61,61,61,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"6","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815529,"15877","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",76,76,NA,76,76,76,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,4,NA,""
"7","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815530,"15878","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",61,61,NA,61,61,61,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,4,NA,""
"8","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815531,"15879","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",84,84,NA,84,84,84,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.5,4,NA,""
"9","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815559,"16023","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",73,73,NA,73,73,73,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,6,4,NA,""
"10","South America","BRAZIL",9518,"PRM-02",11544,"PELD pro-mata area 02","Main Plot View","Sandra Cristina Müller",4821251,"16640","P2SE0","SE",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.8095,NA,NA,"",59,59,NA,59,59,59,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,6.5,4,NA,""
"11","South America","BRAZIL",9518,"PRM-02",11544,"PELD pro-mata area 02","Main Plot View","Sandra Cristina Müller",4821249,"16638","P2SE0","SE",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.8095,NA,NA,"",53,53,NA,53,53,53,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,4,NA,""
"12","South America","BRAZIL",9518,"PRM-02",11544,"PELD pro-mata area 02","Main Plot View","Sandra Cristina Müller",4821318,"180","P2SE5","SE",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.8095,NA,NA,"",151,151,NA,151,151,151,1300,1300,"a","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4,NA,""
"13","South America","BRAZIL",9518,"PRM-02",11544,"PELD pro-mata area 02","Main Plot View","Sandra Cristina Müller",4821181,"16585","P2SE0","SE",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.8095,NA,NA,"",50,50,NA,50,50,50,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,5,4,NA,""
"14","South America","BRAZIL",9518,"PRM-02",11544,"PELD pro-mata area 02","Main Plot View","Sandra Cristina Müller",4821166,"16576","P2SE0","SE",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.8095,NA,NA,"",148,148,NA,148,148,148,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,8.5,4,NA,""
"15","South America","BRAZIL",9518,"PRM-02",11544,"PELD pro-mata area 02","Main Plot View","Sandra Cristina Müller",4821099,"16517","P2SE0","SE",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.8095,NA,NA,"",83,83,NA,83,83,83,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4.5,4,NA,""
"16","South America","BRAZIL",9518,"PRM-02",11544,"PELD pro-mata area 02","Main Plot View","Sandra Cristina Müller",4821133,"16547","P2SE0","SE",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.8095,NA,NA,"",87,87,NA,87,87,87,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,4,NA,""
"17","South America","BRAZIL",9518,"PRM-02",11544,"PELD pro-mata area 02","Main Plot View","Sandra Cristina Müller",4821134,"16548","P2SE0","SE",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.8095,NA,NA,"",118,118,NA,118,118,118,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.5,8.5,4,NA,""
"18","South America","BRAZIL",9518,"PRM-02",11544,"PELD pro-mata area 02","Main Plot View","Sandra Cristina Müller",4821025,"16446","P2SE0","SE",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.8095,NA,NA,"",95,95,NA,95,95,95,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.5,6,4,NA,""
"19","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815837,"16264","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",128,128,NA,128,128,128,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,9,4,NA,""
"20","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815869,"16295","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",78,78,NA,78,78,78,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,4,NA,""
"21","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815870,"16296","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",56,56,NA,56,56,56,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,4,NA,""
"22","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815912,"16328","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",77,77,NA,77,77,77,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6.5,4,NA,""
"23","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815915,"16331","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",53,53,NA,53,53,53,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,NA,""
"24","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815916,"16332","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",72,72,NA,72,72,72,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,4,NA,""
"25","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815922,"16338","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",67,67,NA,67,67,67,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,5,4,NA,""
"26","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815973,"1447","P3NW10","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",67,67,NA,67,67,67,1300,1300,"a","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5.5,4,NA,""
"27","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815687,"16131","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",57,57,NA,57,57,57,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5.5,4,NA,""
"28","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815819,"16248","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",53,53,NA,53,53,53,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,NA,""
"29","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815832,"16259","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",89,89,NA,89,89,89,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,4,NA,""
"30","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815829,"16256","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",55,55,NA,55,55,55,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.5,4,NA,""
"31","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815798,"16229","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",73,73,NA,73,73,73,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.5,4,NA,""
"32","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815783,"16216","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",50,50,NA,50,50,50,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,NA,""
"33","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815784,"16217","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",56,56,NA,56,56,56,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,4,NA,""
"34","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815801,"16231","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",94,94,NA,94,94,94,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5.5,4,NA,""
"35","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815761,"16195","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",72,72,NA,72,72,72,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,4,NA,""
"36","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815763,"16197","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",50,50,NA,50,50,50,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,NA,""
"37","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815770,"16204","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",61,61,NA,61,61,61,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6.5,4,NA,""
"38","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815768,"16202","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",50,50,NA,50,50,50,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4.5,4,NA,""
"39","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815776,"16210","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",51,51,NA,51,51,51,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,4,NA,""
"40","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815781,"16214","P3NW0","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",57,57,NA,57,57,57,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,4,NA,""
"41","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4816004,"15239","P3NW11","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",57,57,NA,57,57,57,1300,1300,"a","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,4,NA,""
"42","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4816014,"556","P3NW11","NW",NA,NA,NA,NA,NA,5,"Thymelaeaceae","Daphnopsis","Daphnopsis fasciculata",NA,NA,"Daphnopsis fasciculata","Thymelaeaceae","Daphnopsis fasciculata",NA,NA,371,26132,157903,NA,3,2021.529,NA,NA,"",148,148,NA,148,148,148,1300,1300,"a","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,8,4,NA,""
"43","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815823,"16252","P3NW0","NW",NA,NA,NA,NA,NA,5,"Lauraceae","Cinnamomum","Cinnamomum amoenum",NA,NA,"Cinnamomum amoenum","Lauraceae","Cinnamomum amoenum",NA,NA,374,14575,118223,NA,3,2021.529,NA,NA,"",124,124,NA,124,124,124,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,10,4,NA,""
"44","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815579,"16039","P3NW0","NW",NA,NA,NA,NA,NA,5,"Lauraceae","Cryptocarya","Cryptocarya aschersoniana",NA,NA,"Cryptocarya aschersoniana","Lauraceae","Cryptocarya aschersoniana",NA,NA,374,14579,143507,NA,3,2021.529,NA,NA,"",413,413,NA,413,413,413,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,9.5,4,NA,""
"45","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815813,"16243","P3NW0","NW",NA,NA,NA,NA,NA,5,"Lauraceae","Cryptocarya","Cryptocarya aschersoniana",NA,NA,"Cryptocarya aschersoniana","Lauraceae","Cryptocarya aschersoniana",NA,NA,374,14579,143507,NA,3,2021.529,NA,NA,"",484,484,NA,484,484,484,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,14,4,NA,""
"46","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815828,"16255","P3NW0","NW",NA,NA,NA,NA,NA,5,"Lauraceae","Cryptocarya","Cryptocarya aschersoniana",NA,NA,"Cryptocarya aschersoniana","Lauraceae","Cryptocarya aschersoniana",NA,NA,374,14579,143507,NA,3,2021.529,NA,NA,"",437,437,NA,437,437,437,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,10,4,NA,""
"47","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815778,"16212","P3NW0","NW",NA,NA,NA,NA,NA,5,"Lauraceae","Cryptocarya","Cryptocarya aschersoniana",NA,NA,"Cryptocarya aschersoniana","Lauraceae","Cryptocarya aschersoniana",NA,NA,374,14579,143507,NA,3,2021.529,NA,NA,"",417,417,NA,417,417,417,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,12,4,NA,""
"48","South America","BRAZIL",9513,"PRM-03",11533,"PELD pro-mata area 03","Main Plot View","Sandra Cristina Müller",4815757,"16191","P3NW0","NW",NA,NA,NA,NA,NA,5,"Lauraceae","Cryptocarya","Cryptocarya aschersoniana",NA,NA,"Cryptocarya aschersoniana","Lauraceae","Cryptocarya aschersoniana",NA,NA,374,14579,143507,NA,3,2021.529,NA,NA,"",334,334,NA,334,334,334,1300,1300,"an","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,13,4,NA,""
